post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Dos de Mayo Military Residence,"Building with a floor area of about 3000 square metres and 4 floors. The ground floor contains the common areas, including library, lounges, bar and dining room with a nineteenth-century appearance.",,,,,,,,,7665,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web5.jpg,Residencia_dosdemayo_web3.jpg|Residencia_dosdemayo_web1.jpg|Residencia_dosdemayo_web2.jpg|Residencia_dosdemayo_web4.jpg|Residencia_dosdemayo_web5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web5.jpg,7840|7836|7838|7843|7845,Residencia_dosdemayo_web3|Residencia_dosdemayo_web1|Residencia_dosdemayo_web2|Residencia_dosdemayo_web4|Residencia_dosdemayo_web5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg
Casa Estela,Centro educativo en una antigua vivienda de primeros de Siglo XX con un estilo totalmente inesperado en el entorno urbano de la ciudad. Cuenta con unos 300 metros cuadrados en planta y dos alturas. Zona de jardin en perfecto estado,"Paseo de los Pisones 41, Burgos","42º 19´51´´ N, 3º 41´ 53´´ W",edificio institucional,sí.,sí.,sí.,muy bueno.,privado,7847,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web5.jpg,Casa_Estela_web1.jpg|Casa_Estela_web2.jpg|Casa_Estela_web3.jpg|Casa_Estela_web4.jpg|Casa_Estela_web5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web5.jpg,7849|7851|7853|7855|7857,Casa_Estela_web1|Casa_Estela_web2|Casa_Estela_web3|Casa_Estela_web4|Casa_Estela_web5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web1.jpg
Casa Estela,Educational centre in an old house from the beginning of the 20th century with a totally unexpected style in the urban environment of the city. It has about 300 square metres on the ground floor and two floors. Garden area in perfect condition.,,,,,,,,,7848,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web5.jpg,Casa_Estela_web1.jpg|Casa_Estela_web2.jpg|Casa_Estela_web3.jpg|Casa_Estela_web4.jpg|Casa_Estela_web5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/Casa_Estela_web5.jpg,7850|7852|7854|7856|7858,Casa_Estela_web1|Casa_Estela_web2|Casa_Estela_web3|Casa_Estela_web4|Casa_Estela_web5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/Casa_Estela_web1.jpg
Fábrica de Postformados Salas,"Industria en activo en el extrarradio de Salas de los Infantes, pero con una zona en desuso de aspecto fantasmagórico. Cuenta con una zona exterior de unos 8.000 metros cuadrados de gran potencial.","Antigua Ctra. N-234, km 437","42º 0´ 40´´ N, 30º 17´ 34´´ W",edificio industrial,sí.,sí.,sí.,"presenta zonas muy afectadas, sería preciso una inspección previa",privado,7886,Salas de los Infantes,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web4.jpg,PostformadosSalas_web5.jpg|PostformadosSalas_web1.jpg|PostformadosSalas_web2.jpg|PostformadosSalas_web3.jpg|PostformadosSalas_web4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web4.jpg,7896|7888|7890|7892|7894,PostformadosSalas_web5|PostformadosSalas_web1|PostformadosSalas_web2|PostformadosSalas_web3|PostformadosSalas_web4,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg
Postformados Salas Factory,"Active industry in the outskirts of Salas de los Infantes, but with a disused area of ghostly appearance. It has an outdoor area of about 8,000 square meters of great potential.",,,,,,,,,7887,Salas de los Infantes,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web4.jpg,PostformadosSalas_web5.jpg|PostformadosSalas_web1.jpg|PostformadosSalas_web2.jpg|PostformadosSalas_web3.jpg|PostformadosSalas_web4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PostformadosSalas_web4.jpg,7897|7889|7891|7893|7895,PostformadosSalas_web5|PostformadosSalas_web1|PostformadosSalas_web2|PostformadosSalas_web3|PostformadosSalas_web4,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PostformadosSalas_web5.jpg
Palacio de Castilfalé,"El actual Archivo municipal de Burgos, corresponde a una edificación del Siglo XVI que presenta varias dependencias de gran belleza y lujosa decoración. Cuenta con zona de galerías subterráneas y su ubicación es privilegiada, frente a la Catedral.","C/ Fernán González 60, Burgos","42º 20´ 28´´ N, 3º 42´ 18´´ W",edificio histórico / institucional,sí.,sí.,sí.,muy bueno.,municipal,7902,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale7.jpg,PalacioCastilfale1.jpg|PalacioCastilfale2.jpg|PalacioCastilfale3.jpg|PalacioCastilfale4.jpg|PalacioCastilfale5.jpg|PalacioCastilfale6.jpg|PalacioCastilfale7.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale7.jpg,7904|7907|7909|7911|7913|7915|7917,PalacioCastilfale1|PalacioCastilfale2|PalacioCastilfale3|PalacioCastilfale4|PalacioCastilfale5|PalacioCastilfale6|PalacioCastilfale7,||||||,||||||,||||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale1.jpg
Castilfalé Palace,"The current Municipal Archives of Burgos, corresponds to a building of the sixteenth century that has several rooms of great beauty and luxurious decoration. It has an area of subway galleries and its location is privileged, in front of the Cathedral.",,,,,,,,,7903,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale7.jpg,PalacioCastilfale1.jpg|PalacioCastilfale2.jpg|PalacioCastilfale3.jpg|PalacioCastilfale4.jpg|PalacioCastilfale5.jpg|PalacioCastilfale6.jpg|PalacioCastilfale7.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/PalacioCastilfale7.jpg,7905|7908|7910|7912|7914|7916|7918,PalacioCastilfale1|PalacioCastilfale2|PalacioCastilfale3|PalacioCastilfale4|PalacioCastilfale5|PalacioCastilfale6|PalacioCastilfale7,||||||,||||||,||||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/PalacioCastilfale1.jpg
Campos de lavanda,"Recientemente, se cultiva lavanda en algunas zonas de Burgos, destacando municipios como Caleruega. Obviamente, es una localización temporal, siendo el comienzo del verano el momento de mayor esplendor.","Carretera BU-910, km 25","41º 49´ 56´´ N, 3º 28´ 46´´ W",campo de cultivo,no.,no,sí.,muy bueno.,privada,8012,Caleruega,https://burgosfilmcommission.org/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,8014|8016|8018,4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7|6bafe18a-2cc0-4434-a258-4691c7fb3a32|11abc5a1-360b-4f0e-837a-86f5c5d48743,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg
Lavender field,"Recently, lavender is grown in some areas of Burgos, highlighting municipalities such as Caleruega. Obviously, it is a temporary location, being the beginning of summer the moment of greatest splendor.",,,,,,,,,8013,Caleruega,https://burgosfilmcommission.org/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/6bafe18a-2cc0-4434-a258-4691c7fb3a32.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/11abc5a1-360b-4f0e-837a-86f5c5d48743.jpg,8015|8017|8019,4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7|6bafe18a-2cc0-4434-a258-4691c7fb3a32|11abc5a1-360b-4f0e-837a-86f5c5d48743,||,||,||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/4adf48e4-d22e-4003-ac5e-ee8ec43cd4b7.jpg
Old railway station,"When the high-speed railway arrived in Burgos, it was decided to divert the railroad to the north, so that several facilities were integrated as everyday elements for the citizens. This is the example of the old station, today converted into the ""Science Station"". It has several rooms for different uses and with multiple possibilities.",,,,,,,,,8023,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/01/AntiguaEstacion.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion4.jpg,AntiguaEstacion.jpg|estacion1.jpg|estacion2.jpg|estacion3.jpg|estacion4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/AntiguaEstacion.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion4.jpg,8025|8027|8029|8031|8033,AntiguaEstacion|estacion1|estacion2|estacion3|estacion4,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/01/AntiguaEstacion.jpg
Antigua estación de tren,"Al llegar la alta velocidad a Burgos, se optó por desviar por el norte el paso del ferrocarril, con lo que varias instalaciones se integraron como elementos cotidianos para la ciudadanía. Es el ejemplo de la antigua estación, convertida hoy en la ""Estación de la Ciencia"". Cuenta con varias dependencias para usos diversos y con múltiples posibilidades.",C/ Dr. José Luis Santamaría,"42º 20´ 04´´ N, 3º 42´28´´ W",edificio institucional,sí.,sí.,sí.,muy bueno.,municipal,8024,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/01/AntiguaEstacion.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/estacion4.jpg,AntiguaEstacion.jpg|estacion1.jpg|estacion2.jpg|estacion3.jpg|estacion4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/AntiguaEstacion.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/estacion4.jpg,8026|8028|8030|8032|8034,AntiguaEstacion|estacion1|estacion2|estacion3|estacion4,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/01/AntiguaEstacion.jpg
Tobera waterfalls,"The Molinar River, as it passes through the small but charming municipality of Tobera, outlines several nooks and crannies in the form of waterfalls, banks and bucolic walks. The areas with the greatest visual potential can be easily reached within a few meters.",,,,,,,,,8043,Tobera,https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera5.jpg,tobera3.jpg|tobera1.jpg|tobera2.jpg|tobera4.jpg|tobera5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/tobera3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/tobera1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/tobera2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/tobera4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/06/tobera5.jpg,8050|8046|8048|8052|8054,tobera3|tobera1|tobera2|tobera4|tobera5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/06/tobera3.jpg
